Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
706,Glalie,Normal,362,♂,669,92,10,3,10,51.1,12.0,12.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",30/12/2022,,,0,0,0,1300,14.19%,3515,93.07%,73400,70,Glalie,Normal,0,53.75%,1895,88.48%,505400,280,Glalie,Normal,0,,,,,,,,,
707,Glaceon,,471,♂,2123,114,4,15,6,55.6,25.5,25.5,Frost Breath,Avalanche,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",6/12/2022,,,0,0,0,4000,,,,,,,,,91.53%,348,97.71%,40000,35,Glaceon,,0,,,,,,,,,U
708,Girafarig,,203,♀,828,96,10,6,15,68.9,15.0,15.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",19/3/2023,,,0,0,0,1900,55.53%,1822,94.81%,68400,62,Girafarig,,0,82.25%,728,91.54%,496400,268,Girafarig,,0,,,,,,,,,
709,Girafarig,,203,♀,848,95,10,15,12,82.2,15.0,15.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",1/1/2023,,,0,0,0,1900,89.65%,425,96.77%,64400,58,Girafarig,,0,97.07%,121,95.60%,496400,268,Girafarig,,0,,,,,,,,,
710,Geodude,Normal,74,♀,441,63,8,8,12,62.2,13.0,13.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",3/2/2023,,,0,1,0,1921,61.12%,1593,95.48%,117368,148,Graveler,Normal,1,58.10%,1717,96.23%,156971,287,Golem,Normal,1,67.77%,1321,94.10%,5763,9,Geodude,Normal,1,
711,Geodude,Normal,74,♀,1101,101,11,7,15,73.3,33.0,33.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",6/2/2023,,,0,0,0,7000,90.99%,370,91.98%,366000,150,Geodude,Normal,0,91.50%,349,93.40%,366000,175,Graveler,Normal,0,,,,,,,,,
712,Gastly,,92,♂,437,55,13,11,13,82.2,13.0,13.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",3/3/2023,,,0,0,0,1600,65.64%,1408,95.41%,79300,99,Haunter,,0,41.17%,2410,95.38%,124800,239,Gengar,Normal,0,41.27%,2406,91.64%,4800,6,Gastly,,0,
713,Gastly,,92,♂,556,66,4,4,15,51.1,18.0,18.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",19/3/2023,,,0,0,0,2200,87.11%,529,96.86%,6900,131,Gengar,Normal,0,81.49%,759,96.94%,154400,273,Gengar,Normal,0,,,,,,,,,
714,Gastly,,92,♂,831,72,14,8,5,60.0,26.0,26.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",19/3/2023,,,0,0,0,4000,14.16%,3516,92.82%,21500,45,Haunter,,0,8.23%,3759,93.83%,84000,205,Gengar,Normal,0,,,,,,,,,
715,Gastly,,92,♂,1060,83,14,9,8,68.9,35.0,35.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",17/3/2023,,,0,0,0,4000,76.39%,968,86.58%,338000,118,Gastly,,0,79.05%,859,89.95%,338000,143,Haunter,,0,,,,,,,,,
716,Gardevoir,Normal,282,♀,2239,122,13,12,11,80.0,26.0,26.0,Charge Beam,Dazzling Gleam,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",8/2/2023,,,0,0,0,4000,,,,,,,,,64.57%,1452,96.63%,26000,24,Gardevoir,Normal,0,,,,,,,,,
717,Gardevoir,Normal,282,♀,2122,120,10,10,12,71.1,25.0,25.0,Charm,Synchronoise,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",13/2/2023,,,0,0,0,4000,,,,,,,,,30.60%,2843,95.28%,34000,30,Gardevoir,Normal,0,,,,,,,,,
718,Gallade,,475,♂,1822,110,11,10,10,68.9,21.5,21.5,Confusion,Synchronoise,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",10/2/2023,,,0,0,0,3000,,,,,,,,,10.55%,3664,94.20%,57000,51,Gallade,,0,,,,,,,,,
719,Furfrou,,676,♂,1337,125,10,12,15,82.2,23.0,23.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",14/2/2023,,,0,0,0,3500,63.86%,1481,95.60%,18000,15,Furfrou,,0,96.26%,154,95.60%,458000,232,Furfrou,,0,,,,,,,,,
720,Furfrou,,676,♂,1496,128,15,15,12,93.3,25.0,25.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",10/2/2023,,,0,0,0,4000,52.77%,1935,95.06%,0,0,Furfrou,,0,99.71%,13,98.78%,444000,220,Furfrou,,0,,,,,,,,,
721,Froakie,,656,♂,100,33,14,14,10,84.4,4.0,4.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",2/3/2023,,,0,0,0,400,62.25%,1547,95.82%,43400,175,Greninja,,0,38.24%,2530,95.70%,212400,345,Greninja,,0,51.87%,1972,92.61%,34000,42,Froakie,,0,
722,Frillish,,592,♂,156,44,13,5,6,53.3,5.0,5.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",19/3/2023,,,0,0,0,600,10.35%,3672,92.68%,63100,117,Jellicent,,0,70.60%,1205,95.90%,517600,346,Jellicent,,0,29.60%,2884,91.36%,21200,28,Frillish,,0,
723,Frillish,,592,♂,710,96,14,14,15,95.6,20.0,20.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",28/11/2022,,,0,0,0,2500,60.76%,1608,95.53%,14000,63,Jellicent,,0,90.87%,375,97.43%,363000,298,Jellicent,,0,,,,,,,,,
724,Fomantis,,753,♀,412,77,14,15,10,86.7,20.0,20.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",24/1/2023,,,0,0,0,2500,42.78%,2344,94.63%,11000,60,Lurantis,,0,58.10%,1717,95.16%,325000,298,Lurantis,,0,50.23%,2039,91.70%,24000,22,Fomantis,,0,
725,Floette,,670,♀,1353,118,14,12,14,88.9,33.0,33.0,Tackle,Psychic,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",10/2/2023,,,0,0,0,2500,42.61%,2351,93.90%,106000,135,Floette,,0,,,,,,,,,,,,,,,,,G
726,Flareon,,136,♂,1620,103,12,15,14,91.1,19.0,19.0,Ember,Overheat,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",25/2/2023,,,0,0,0,2500,,,,,,,,,58.17%,1714,96.28%,70000,62,Flareon,,0,,,,,,,,,
727,Fearow,,22,♀,1763,131,15,15,14,97.8,32.0,32.0,Peck,Aerial Ace,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",16/2/2023,,,0,0,0,1900,,,,,,,,,99.95%,3,99.33%,378000,162,Fearow,,0,,,,,,,,,
728,Farfetch'd,Galarian,83,♂,1299,110,11,0,10,46.7,30.0,30.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",2/3/2023,,,0,0,0,5000,11.77%,3614,92.98%,130000,152,Farfetch'd,Galarian,0,11.60%,3621,94.24%,28000,76,Sirfetch'd,,0,,,,,,,,,
729,Exeggcute,,102,♂,480,87,11,12,14,82.2,15.0,15.0,,,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",18/11/2022,,,0,0,0,1900,33.31%,2732,93.90%,9800,60,Exeggutor,Normal,0,34.68%,2676,95.33%,91400,132,Exeggutor,Normal,0,61.15%,1592,93.11%,1900,2,Exeggcute,,0,
730,Escavalier,,589,♂,1497,109,3,8,14,55.6,19.5,19.5,Counter,Megahorn,,"2023-03-20 8:39 pm","2023-03-20 8:39 pm",17/1/2023,,,0,0,0,2500,97.53%,102,97.83%,0,0,Escavalier,,0,,,,,,,,,,,,,,,,,G
731,Emolga,,587,♀,693,82,15,14,13,93.3,15.0,15.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",4/2/2023,,,0,0,0,1900,35.04%,2661,94.07%,151400,142,Emolga,,0,99.56%,19,97.82%,496400,268,Emolga,,0,,,,,,,,,
732,Elgyem,,605,♀,854,100,9,12,11,71.1,23.0,23.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",16/3/2023,,,0,0,0,3500,87.57%,510,95.11%,458000,232,Elgyem,,0,58.88%,1685,96.32%,136000,184,Beheeyem,,0,,,,,,,,,
733,Elgyem,,605,♂,1037,114,5,8,13,57.8,29.0,29.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",3/12/2022,,,0,0,0,5000,64.81%,1442,90.74%,410000,190,Elgyem,,0,91.18%,362,97.87%,122000,186,Beheeyem,,0,,,,,,,,,
734,Electabuzz,,125,♀,1316,105,14,14,13,91.1,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",29/11/2022,,,0,0,0,2500,44.10%,2290,94.91%,14000,13,Electabuzz,,0,49.35%,2075,95.90%,60500,154,Electivire,,0,,,,,,,,,
735,Electrode,Hisuian,101,,901,86,12,15,13,88.9,15.0,15.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",28/1/2023,,,0,0,0,1900,40.24%,2448,94.46%,48900,45,Electrode,Hisuian,0,98.97%,43,97.74%,496400,268,Electrode,Hisuian,0,,,,,,,,,
736,Ekans,,23,♀,502,72,10,8,8,57.8,21.0,21.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",20/3/2023,,,0,0,0,3000,30.43%,2850,94.12%,60000,104,Arbok,,0,63.69%,1488,89.26%,470000,294,Arbok,,0,,,,,,,,,
737,Flareon,,136,♂,1198,86,15,15,11,91.1,14.0,14.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",17/2/2023,,,0,0,0,1600,86.47%,555,96.39%,13000,14,Flareon,,0,46.59%,2188,95.87%,89600,82,Flareon,,0,,,,,,,,,
738,Eelektrik,,603,♂,1039,116,0,6,15,46.7,24.0,24.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",2/3/2023,,,0,0,0,3500,95.02%,205,97.92%,181000,196,Eelektrik,,0,,,,,,,,,,,,,,,,,G
739,Dwebble,,557,♂,668,84,14,14,5,73.3,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",16/11/2022,,,0,0,0,2500,12.14%,3599,93.00%,5000,54,Crustle,,0,12.45%,3586,94.17%,245000,298,Crustle,,0,,,,,,,,,
740,Duskull,,355,♀,115,31,15,15,13,95.6,6.0,6.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",18/2/2023,,,0,0,0,600,59.95%,1641,95.34%,52400,181,Dusknoir,,0,74.48%,1046,95.70%,354400,419,Dusknoir,,0,37.48%,2561,90.10%,72400,74,Duskull,,0,
741,Duskull,,355,♂,294,51,13,14,15,93.3,15.0,15.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",25/2/2023,,,0,0,0,1900,57.02%,1761,95.10%,190400,215,Dusclops,,0,86.96%,535,96.62%,346400,393,Dusknoir,,0,24.69%,3085,88.83%,52400,48,Duskull,,0,
742,Dusclops,,356,♂,1314,98,13,4,15,71.1,30.0,30.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",21/2/2023,,,0,0,0,5000,41.81%,2384,94.20%,121000,140,Dusclops,,0,,,,,,,,,,,,,,,,,G
743,Duosion,,578,♂,1156,107,9,12,13,75.6,21.0,21.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",29/1/2023,,,0,0,0,3000,82.00%,738,96.46%,42000,38,Duosion,,0,72.21%,1139,96.98%,92000,182,Reuniclus,,0,,,,,,,,,
744,Dunsparce,,206,♂,701,124,12,12,15,86.7,15.0,15.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",18/1/2023,,,0,0,0,1900,53.72%,1896,95.24%,144400,134,Dunsparce,,0,97.41%,107,95.89%,496400,268,Dunsparce,,0,,,,,,,,,
745,Dunsparce,,206,♀,1483,178,14,8,11,73.3,34.0,34.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",18/3/2023,,,0,0,0,7000,37.39%,2565,93.51%,7000,8,Dunsparce,,0,89.16%,445,92.95%,102000,134,Dunsparce,,0,,,,,,,,,
746,Dunsparce,,206,♂,1485,174,11,14,4,64.4,35.0,35.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",18/3/2023,,,0,0,0,7000,63.96%,1477,94.92%,8000,10,Dunsparce,,0,84.81%,623,91.98%,88000,118,Dunsparce,,0,,,,,,,,,
747,Ducklett,,580,♂,582,112,15,7,11,73.3,25.0,25.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",14/1/2023,,,0,0,0,4000,26.50%,3011,93.70%,8000,56,Swanna,,0,85.91%,578,92.72%,194000,270,Swanna,,0,,,,,,,,,
748,Druddigon,,621,♂,1527,117,13,12,13,84.4,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",12/3/2023,,,0,0,0,2500,,,,,,,,,58.12%,1716,95.86%,137000,130,Druddigon,,0,,,,,,,,,
749,Druddigon,,621,♂,1513,115,12,13,10,77.8,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",22/1/2023,,,0,0,0,2500,,,,,,,,,64.47%,1456,96.13%,153000,150,Druddigon,,0,,,,,,,,,
750,Drilbur,,529,♂,342,70,2,5,13,44.4,10.0,10.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",19/3/2023,,,0,0,0,1000,79.49%,841,96.47%,23400,78,Excadrill,,0,45.93%,2215,95.43%,100000,146,Excadrill,,0,90.79%,378,95.55%,12000,16,Drilbur,,0,
751,Drifloon,,425,♀,447,107,11,11,8,66.7,14.0,14.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",10/3/2023,,,0,0,0,1600,63.15%,1510,94.97%,41600,90,Drifblim,,0,67.37%,1337,95.30%,427600,322,Drifblim,,0,58.05%,1719,92.70%,5100,6,Drifloon,,0,
752,Drifloon,,425,♂,452,106,12,12,7,68.9,14.0,14.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",20/3/2023,,,0,0,0,1600,21.12%,3231,92.84%,38600,87,Drifblim,,0,73.65%,1080,95.70%,413600,322,Drifblim,,0,70.70%,1201,93.62%,5100,6,Drifloon,,0,
753,Drifloon,,425,♂,918,152,7,12,1,44.4,30.0,30.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",19/3/2023,,,0,0,0,5000,58.39%,1705,85.10%,400000,182,Drifloon,,0,86.08%,571,96.62%,400000,232,Drifblim,,0,,,,,,,,,
754,Drifblim,,426,♀,1671,218,14,12,15,91.1,25.0,25.0,Astonish,Icy Wind,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",26/11/2022,,,0,0,0,4000,,,,,,,,,69.74%,1240,95.44%,306000,220,Drifblim,,0,,,,,,,,,
755,Dratini,,147,♀,548,79,13,11,12,80.0,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",18/3/2023,,,0,0,0,2500,47.79%,2139,94.93%,85000,99,Dragonair,,0,72.92%,1110,96.34%,20500,144,Dragonite,,0,,,,,,,,,
756,Dragonair,,148,,990,101,12,13,14,86.7,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",26/2/2023,,,0,0,0,2500,63.39%,1500,95.67%,80000,70,Dragonair,,0,19.39%,3302,94.18%,17000,116,Dragonite,,0,,,,,,,,,
757,Dragonair,,148,♂,1000,101,15,11,14,88.9,20.0,20.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",16/3/2023,,,0,0,0,2500,10.43%,3669,92.86%,70000,62,Dragonair,,0,21.95%,3197,94.30%,17000,116,Dragonite,,0,,,,,,,,,
758,Dragonite,,149,♂,3341,167,13,10,14,82.2,33.0,33.0,Dragon Tail,Outrage,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",14/1/2023,,,0,0,0,7000,,,,,,,,,,,,,,,,,,,,,,,,,
759,Dodrio,,85,♀,997,86,15,13,12,88.9,15.0,15.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",29/1/2023,,,0,0,0,1900,64.52%,1454,95.41%,35400,33,Dodrio,,0,74.38%,1050,95.71%,371400,268,Dodrio,,0,,,,,,,,,
760,Ditto,,132,,577,101,1,8,5,31.1,30.0,30.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",27/1/2023,,,0,0,0,5000,14.33%,3509,75.22%,400000,182,Ditto,,0,14.33%,3509,75.22%,400000,182,Ditto,,0,,,,,,,,,
761,Diglett,Alola,50,♂,227,38,9,7,13,64.4,13.0,13.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",22/1/2023,,,0,0,0,1600,41.34%,2403,94.53%,92800,136,Dugtrio,Alola,0,82.56%,715,91.39%,502800,326,Dugtrio,Alola,0,76.41%,967,94.28%,88300,82,Diglett,Alola,0,
762,Diglett,Normal,50,♂,456,50,13,10,7,66.7,26.0,26.0,,,,"2023-03-20 8:38 pm","2023-03-20 8:38 pm",20/3/2023,,,0,0,0,4000,19.27%,3307,93.37%,206000,264,Dugtrio,Normal,0,79.34%,847,90.16%,436000,264,Dugtrio,Normal,0,33.41%,2728,90.90%,21500,20,Diglett,Normal,0,
763,Dewpider,,751,♂,354,74,13,1,12,57.8,19.0,19.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",20/11/2022,,,0,0,0,2500,17.48%,3380,93.01%,85000,124,Araquanid,,0,78.66%,875,91.48%,480000,302,Araquanid,,0,12.60%,3580,87.81%,48000,42,Dewpider,,0,
764,Delibird,,225,♂,802,99,8,9,13,66.7,28.0,28.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",2/12/2022,,,0,0,0,4500,80.56%,797,88.18%,419000,198,Delibird,,0,80.56%,797,88.18%,419000,198,Delibird,,0,,,,,,,,,
765,Deino,,633,♂,443,79,14,13,12,86.7,15.0,15.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",24/2/2023,,,0,0,0,1900,45.76%,2222,94.71%,86400,103,Zweilous,,0,82.00%,738,97.03%,48900,170,Hydreigon,,0,23.79%,3122,90.71%,5700,6,Deino,,0,
766,Deerling,,585,♂,368,76,12,11,10,73.3,12.0,12.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",7/2/2023,,,0,0,0,1300,62.03%,1556,95.11%,44400,95,Sawsbuck,,0,55.02%,1843,95.61%,380400,330,Sawsbuck,,0,34.21%,2695,91.07%,12800,16,Deerling,,0,
767,Darumaka,Normal,554,♂,803,110,15,11,13,86.7,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",21/1/2023,,,0,0,0,2500,70.60%,1205,94.22%,337000,248,Darumaka,Normal,0,38.68%,2512,95.56%,60500,104,Darmanitan,Normal,0,,,,,,,,,
768,Darumaka,Galarian,554,♂,806,110,14,13,13,88.9,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",21/1/2023,,,0,0,0,2500,79.19%,853,95.01%,325000,248,Darumaka,Galarian,0,69.16%,1264,96.74%,60500,104,Darmanitan,Galarian,0,,,,,,,,,
769,Dartrix,,723,♂,968,118,15,12,12,86.7,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",20/1/2023,,,0,0,0,2500,18.68%,3331,93.04%,91000,80,Dartrix,,0,45.05%,2251,95.93%,123000,214,Decidueye,Normal,0,,,,,,,,,
770,Darmanitan,Galarian,555,♂,1841,149,15,14,11,88.9,21.0,21.0,Ice Fang,Overheat,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",25/12/2022,,,0,0,0,3000,,,,,,,,,81.03%,778,97.29%,55500,50,Darmanitan,Galarian,0,,,,,,,,,
771,Cyndaquil,,155,♂,409,68,13,3,11,60.0,16.0,16.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",19/11/2022,,,0,0,0,1900,34.82%,2670,94.06%,12600,137,Typhlosion,Normal,0,18.53%,3337,94.63%,133600,247,Typhlosion,Normal,0,40.98%,2418,91.62%,15100,14,Cyndaquil,,0,
772,Cubchoo,,613,♀,589,94,15,10,13,84.4,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",12/2/2023,,,0,0,0,2500,95.46%,187,92.98%,475000,248,Cubchoo,,0,12.84%,3570,94.49%,65000,108,Beartic,,0,,,,,,,,,
773,Cryogonal,,615,,1570,121,14,10,14,84.4,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",13/3/2023,,,0,0,0,2500,,,,,,,,,37.66%,2554,95.11%,116000,106,Cryogonal,,0,,,,,,,,,
774,Cranidos,,408,♂,1007,108,11,13,14,84.4,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",3/1/2023,,,0,0,0,2500,72.06%,1145,95.79%,70000,62,Cranidos,,0,83.74%,667,96.81%,47000,92,Rampardos,,0,,,,,,,,,
775,Crabrawler,,739,♀,890,92,12,12,10,75.6,24.0,24.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",6/12/2022,,,0,0,0,3500,92.50%,308,95.46%,451000,226,Crabrawler,,0,55.68%,1816,96.30%,73000,114,Crabominable,,0,,,,,,,,,
776,Corphish,,341,♀,543,72,14,12,11,82.2,16.0,16.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",25/2/2023,,,0,0,0,1900,32.77%,2754,94.22%,25600,73,Crawdaunt,,0,48.64%,2104,95.63%,295600,314,Crawdaunt,,0,,,,,,,,,
777,Combusken,,256,♂,914,101,12,11,15,84.4,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",23/2/2023,,,0,0,0,2500,75.92%,987,95.12%,145000,140,Combusken,,0,76.19%,976,96.85%,109000,198,Blaziken,Normal,0,,,,,,,,,
778,Clauncher,,692,,598,89,13,12,12,82.2,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",1/3/2023,,,0,0,0,2500,97.07%,121,94.62%,475000,248,Clauncher,,0,47.03%,2170,95.81%,130000,172,Clawitzer,,0,,,,,,,,,
779,Clamperl,,366,♂,425,57,14,11,14,86.7,12.0,12.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",26/2/2023,,,0,0,0,1300,33.24%,2735,94.12%,44400,95,Huntail,,0,81.76%,748,96.13%,406400,330,Huntail,,0,59.12%,1675,93.15%,5800,8,Clamperl,,0,
780,Chingling,,433,♀,560,84,15,11,13,86.7,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",18/2/2023,,,0,0,0,2500,46.84%,2178,94.64%,20500,69,Chimecho,,0,97.48%,104,98.14%,460000,298,Chimecho,,0,,,,,,,,,
781,Chinchou,,170,♀,772,128,14,11,12,82.2,25.0,25.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",2/3/2023,,,0,0,0,4000,19.56%,3295,93.03%,4000,53,Lanturn,,0,96.51%,144,95.95%,444000,270,Lanturn,,0,,,,,,,,,
782,Chimchar,,390,♂,736,99,14,5,11,66.7,29.0,29.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",18/2/2023,,,0,0,0,5000,22.66%,3168,93.32%,180000,215,Monferno,,0,22.17%,3188,94.80%,122000,261,Infernape,,0,,,,,,,,,
783,Chikorita,,152,♂,175,48,6,4,0,22.2,8.0,8.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",26/1/2023,,,0,1,0,961,16.14%,3435,93.13%,75134,221,Meganium,,1,7.50%,3789,83.58%,316338,503,Meganium,,1,55.65%,1817,92.90%,63133,84,Chikorita,,1,
784,Chikorita,,152,♂,639,95,12,11,15,84.4,25.0,25.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",1/1/2023,,,0,0,0,4000,83.42%,680,95.77%,306000,245,Bayleef,,0,82.88%,702,96.57%,306000,345,Meganium,,0,,,,,,,,,
785,Chespin,,650,♀,274,63,5,13,2,44.4,10.0,10.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",18/3/2023,,,0,0,0,1000,73.80%,1074,96.52%,222000,257,Quilladin,,0,55.92%,1806,96.26%,158000,277,Chesnaught,,0,72.26%,1137,94.14%,25600,30,Chespin,,0,
786,Chesnaught,,652,♂,2275,153,3,14,9,57.8,29.0,29.0,Smack Down,Frenzy Plant,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",7/1/2023,,,0,0,0,5000,,,,,,,,,93.11%,283,98.08%,51000,48,Chesnaught,,0,,,,,,,,,U
787,Cherubi,,420,♂,394,71,14,13,11,84.4,15.0,15.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",14/11/2022,,,0,0,0,1900,38.97%,2500,94.41%,60400,104,Cherrim,,0,97.22%,115,95.77%,496400,318,Cherrim,,0,50.94%,2010,92.22%,16400,16,Cherubi,,0,
788,Charmander,,4,♂,549,79,15,11,15,91.1,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",20/3/2023,,,0,0,0,2500,31.40%,2810,94.15%,123000,139,Charmeleon,,0,49.30%,2077,95.85%,85000,199,Charizard,Normal,0,,,,,,,,,
789,Charizard,Normal,6,♂,2425,144,13,11,11,77.8,30.5,30.5,Air Slash,Overheat,Dragon Claw,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",22/1/2023,,,0,0,0,5000,,,,,,,,,33.80%,2712,95.29%,17000,16,Charizard,Normal,0,,,,,,,,,
790,Chansey,,113,♀,116,124,11,0,1,26.7,4.0,4.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",10/2/2023,,,0,0,0,400,12.99%,3564,92.27%,45900,102,Blissey,,0,10.23%,3677,93.19%,248400,318,Blissey,,0,62.64%,1531,93.03%,3200,56,Blissey,,0,
791,Chansey,,113,♀,515,255,14,9,7,66.7,15.0,15.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",1/1/2023,,,0,0,0,1900,24.59%,3089,93.17%,18900,68,Blissey,,0,22.17%,3188,93.95%,166400,210,Blissey,,0,,,,,,,,,
792,Castform,Sunny,351,♂,1042,118,13,12,13,84.4,23.0,23.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",20/11/2022,,,0,0,0,3500,75.92%,987,95.54%,136000,134,Castform,Sunny,0,98.07%,80,96.12%,208000,232,Castform,Sunny,0,,,,,,,,,
793,Carvanha,,318,♀,565,85,11,14,15,88.9,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",19/11/2022,,,0,0,0,2500,93.55%,265,97.04%,27500,75,Sharpedo,,0,,,,,,,,,,,,,,,,,G
794,Carracosta,,565,♂,1469,115,13,11,15,86.7,20.0,20.0,,,,"2023-03-20 8:37 pm","2023-03-20 8:37 pm",14/3/2023,,,0,0,0,2500,18.41%,3342,93.34%,0,0,Carracosta,,0,65.57%,1411,96.63%,187000,194,Carracosta,,0,,,,,,,,,
